BSSID,Channel,Privacy,Ciper,Auth,Power,ESSID,Lat,Lon
A0:A3:E2:1C:FD:35,1,WPA2WPA,CCMP TKIP,PSK,-63,THOR,,
A0:A3:E2:1E:BE:15,11,WPA2WPA,CCMP TKIP,PSK,-65,CenturyLink5903,,
A0:A3:E2:29:4C:D5,1,WPA2WPA,CCMP TKIP,PSK,-81,CenturyLink6951,,
A0:A3:E2:30:66:45,9,WPA2WPA,CCMP TKIP,PSK,-81,CenturyLink2154,,
A0:A3:E2:3A:94:65,1,WPA2WPA,CCMP TKIP,PSK,-65,beginning,,
A0:A3:E2:3C:DD:E5,11,WPA2WPA,CCMP TKIP,PSK,-79,CenturyLink1776,,
A0:A3:E2:46:7E:15,1,WPA2WPA,CCMP TKIP,PSK,-65,CenturyLink2911,,
A0:A3:E2:48:F8:25,11,WPA2WPA,CCMP TKIP,PSK,-45,CenturyLink4458,,
A0:A3:E2:4B:E9:A5,1,WPA2WPA,CCMP TKIP,PSK,-71,winston,,
A0:A3:E2:4C:92:E5,11,WPA2WPA,CCMP TKIP,PSK,-79,CenturyLink2394,,
A0:A3:E2:4F:6F:25,6,WPA2WPA,CCMP TKIP,PSK,-77,Pat2426,,
A0:A3:E2:5A:8B:75,9,WPA2WPA,CCMP TKIP,PSK,-83,TheGooseHotel,,
A0:A3:E2:72:52:A5,1,WPA2WPA,CCMP TKIP,PSK,-67,CenturyLink8047,,
A0:A3:E2:BC:AF:B5,9,WPA2WPA,CCMP TKIP,PSK,-55,CenturyLink5976,,
A0:A3:E2:C1:62:15,9,WPA2WPA,CCMP TKIP,PSK,-69,CenturyLink1994,,
A0:A3:E2:EE:5A:35,11,WPA2WPA,CCMP TKIP,PSK,-81,CenturyLink0000,,
A0:A3:E2:F7:33:95,1,WPA2WPA,CCMP TKIP,PSK,-73,CenturyLink4238,,
A0:D3:C1:BD:5A:FE,6,WPA2,CCMP,PSK,-79,HP-Print-FE-Photosmart 7520,,
A0:D3:C1:D9:85:67,1,OPN,,,-69,HP-Print-67-Officejet Pro 8600,,
A0:D3:C1:DD:D5:74,6,OPN,,,-63,HP-Print-74-Officejet Pro 8620,,
A0:D3:C1:DF:B8:D2,1,OPN,,,-71,HP-Print-D2-Officejet Pro 8600,,
A2:63:91:67:C5:36,6,WPA2,CCMP,PSK,-69,Ranch House Network_EXT,,
A2:63:91:9D:18:DB,11,WPA2,CCMP,PSK,-77,DCGuest,,
A2:6C:AC:0F:B0:7F,11,WPA2,CCMP,PSK,-61,mychelle,,
A2:E4:CB:58:23:08,2,WPA2WPA,CCMP TKIP,PSK,-67,CenturyLink7135,,
A2:E4:CB:59:17:CC,11,WPA2WPA,CCMP TKIP,PSK,-65,BrushOnSigns,,
A2:E4:CB:6D:1C:1C,3,WPA2WPA,CCMP TKIP,PSK,-57,CenturyLink8896,,
A4:2B:8C:1B:4D:4A,1,WPA2,CCMP,PSK,-65,PizzaPalace,,
A4:2B:8C:52:CE:06,11,WPA2,CCMP,PSK,-79,NETGEAR10,,
A4:2B:8C:82:FC:32,6,WPA2,CCMP,PSK,-69,Higgins,,
A4:2B:8C:94:93:0A,6,WPA2,CCMP,PSK,-75,NETGEAR17,,
A4:2B:8C:D1:FC:B3,1,WPA2WPA,CCMP TKIP,PSK,-75,NETGEAR43,,
A4:5D:36:3E:52:16,6,WPA2,CCMP,PSK,-79,HP-Print-16-Officejet Pro 8600,,
A4:5D:36:40:98:00,11,OPN,,,-79,HP-Print-00-Officejet Pro 8610,,
A4:5D:36:95:A2:6A,6,WPA2,CCMP,PSK,-73,HP-Print-6A-Photosmart 7520,,
A4:5D:36:B8:64:F5,6,WPA2,CCMP,PSK,-73,HP-Print-F5-Officejet 6700,,
A4:93:4C:C2:BA:28,1,WPA2,CCMP,PSK,-71,wh-wireless,,
A4:B1:E9:2A:85:D1,1,WPA2,CCMP,PSK,-73,CenturyLink,,
A4:B1:E9:2A:93:75,1,WPA2,CCMP,PSK,-69,CenturyLink0595,,
A8:11:FC:77:96:25,6,WPA2WPA,CCMP TKIP,PSK,-69,rosa,,
A8:11:FC:77:96:52,1,WPA2WPA,CCMP TKIP,PSK,-69,Robertkennedy,,
A8:11:FC:77:B9:26,1,WPA2WPA,CCMP TKIP,PSK,-77,helluvadeel,,
A8:11:FC:77:F4:67,11,WPA2WPA,CCMP TKIP,PSK,-65,buster,,
A8:39:44:44:EF:24,6,WPA2WPA,CCMP TKIP,PSK,-63,myqwest4499,,
A8:39:44:5D:AF:30,6,WPA2WPA,CCMP TKIP,PSK,-67,myqwest1906,,
AA:11:FC:77:96:25,6,WPA2WPA,CCMP TKIP,PSK,-71,None,,
AA:11:FC:77:96:52,1,WPA2WPA,CCMP TKIP,PSK,-65,None,,
AA:11:FC:77:B9:26,1,WPA2WPA,CCMP TKIP,PSK,-75,None,,
AA:11:FC:77:F4:67,11,WPA2WPA,CCMP TKIP,PSK,-69,None,,
AC:22:0B:7C:AB:B0,8,WPA2,CCMP,PSK,-61,atlassian,,
AC:22:0B:D0:E9:38,6,WPA2,CCMP,PSK,-69,Jacks home 2.4,,
AC:7F:3E:EB:40:F4,11,WPA2,CCMP,PSK,-61,Livingston,,
AC:7F:3E:ED:86:C4,11,WPA2,CCMP,PSK,-83,Stephen's Wi-Fi Network,,
AC:86:74:18:41:02,5,OPN,,,-79,None,,
AC:86:74:18:41:03,5,WPA2WPA,CCMP TKIP,PSK,-79,ExecutiveC,,
AC:86:74:39:32:03,1,WPA2WPA,CCMP TKIP,PSK,-61,Airwaves,,
AC:86:74:3D:74:E3,1,WPA2WPA,CCMP TKIP,PSK,-71,Airwaves,,
AC:86:74:48:42:7A,10,WPA2WPA,CCMP TKIP,PSK,-67,TLCGuest,,
AC:86:74:48:42:7B,10,WPA2,CCMP,PSK,-63,TLC,,
AC:86:74:48:42:7C,10,WPA2,CCMP,PSK,-59,TLC-CATERING,,
AC:86:74:48:44:BA,10,WPA2WPA,CCMP TKIP,PSK,-45,TLCGuest,,
AC:86:74:48:44:BB,10,WPA2,CCMP,PSK,-47,TLC,,
AC:86:74:48:44:BC,10,WPA2,CCMP,PSK,-47,TLC-CATERING,,
AC:86:74:4F:70:61,10,WPA2WPA,CCMP TKIP,PSK,-65,Boulder Journey School Guest,,
AC:86:74:4F:70:62,10,WPA2,CCMP,PSK,-65,Boulder Journey School,,
AC:86:74:53:15:82,10,WPA2WPA,CCMP TKIP,PSK,-77,Boulder Journey School Guest,,
AC:86:74:53:15:83,10,WPA2,CCMP,PSK,-71,Boulder Journey School,,
AC:86:74:53:15:A2,10,WPA2WPA,CCMP TKIP,PSK,-71,Boulder Journey School Guest,,
AC:86:74:53:15:A3,10,WPA2,CCMP,PSK,-75,Boulder Journey School,,
AC:9E:17:45:64:50,6,WPA2,CCMP,PSK,-61,barlows,,
AC:9E:17:46:19:60,6,WPA2,CCMP,PSK,-81,Pellmans W/F,,
AC:9E:17:46:19:61,6,WPA2,CCMP,PSK,-85,Pellman Guest,,
AC:9E:17:AB:4B:B0,6,WPA2,CCMP,PSK,-77,acustream,,
AC:E0:10:C1:AD:DC,6,WPA2,CCMP,PSK,-77,None,,
AE:34:26:1F:F9:0C,11,OPN,,,-75,xfinitywifi,,
AE:34:26:2F:91:14,1,OPN,,,-77,xfinitywifi,,
AE:34:26:2F:D5:8E,11,OPN,,,-57,xfinitywifi,,
AE:34:26:53:0C:2A,6,OPN,,,-79,xfinitywifi,,
AE:34:26:77:DD:C0,11,OPN,,,-75,xfinitywifi,,
AE:34:26:80:E8:D4,6,OPN,,,-63,xfinitywifi,,
AE:34:26:94:CA:CA,1,OPN,,,-77,xfinitywifi,,
AE:34:26:94:D9:66,1,OPN,,,-71,xfinitywifi,,
AE:34:26:94:FD:2E,11,OPN,,,-75,xfinitywifi,,
AE:34:26:CE:E7:BE,6,OPN,,,-79,xfinitywifi,,
AE:34:26:E1:89:0A,6,OPN,,,-85,xfinitywifi,,
AE:D1:B8:4E:0A:F7,6,WPA2,CCMP,PSK,-59,DIRECT-f7-HP M277 LaserJet,,
AE:D1:B8:4E:15:AD,6,WPA2,CCMP,PSK,-75,DIRECT-ad-HP M277 LaserJet,,
B0:48:7A:AE:B4:26,5,WPA2,CCMP,PSK,-75,pulee,,
B0:5A:DA:34:6C:E3,6,WPA2,CCMP,PSK,-77,DIRECT-E1-HP ENVY 5540 series,,
B0:5A:DA:A2:50:A9,6,WPA2,CCMP,PSK,-81,HP-Print-A9-Officejet Pro 6830,,
B0:7F:B9:42:90:EC,3,WPA2,CCMP,PSK,-65,NETGEAR95_EXT,,
B0:7F:B9:54:AD:03,1,WPA2,CCMP,PSK,-79,Julia503,,
B0:7F:B9:59:43:E3,1,WPA2,CCMP,PSK,-69,NETGEAR76,,
B0:7F:B9:70:58:E3,1,WPA2WPA,CCMP TKIP,PSK,-63,NETGEAR98,,
B0:7F:B9:83:FE:CA,6,WPA2,CCMP,PSK,-77,NETGEAR78,,
B0:7F:B9:E0:04:C3,11,WPA2,CCMP,PSK,-75,NETGEAR02,,
B0:7F:B9:F1:BA:8B,1,WPA2,CCMP,PSK,-75,NETGEAR05-2.4G,,
B0:A7:37:5C:7A:8D,11,WPA2,CCMP,PSK,-67,DIRECT-roku-062A0C,,
B0:A7:37:D5:31:3B,11,WPA2,CCMP,PSK,-69,DIRECT-roku-E00763,,
B0:B2:DC:18:DA:91,1,WPA2WPA,CCMP TKIP,PSK,-55,YooFamily,,
B0:B2:DC:18:DE:F5,6,WPA2WPA,CCMP TKIP,PSK,-67,KarrenRunning,,
B0:B2:DC:D5:29:0D,11,WPA2WPA,CCMP TKIP,PSK,-81,CenturyLink2930,,
B0:B2:DC:EF:F7:51,1,WPA2WPA,CCMP TKIP,PSK,-67,jack,,
B0:C7:45:76:22:A6,6,WPA2WPA,CCMP TKIP,PSK,-77,Big O Tires,,
B2:B2:DC:59:C7:80,9,WPA2WPA,CCMP TKIP,PSK,-81,CenturyLink9654,,
B2:B2:DC:82:57:64,11,WPA2,CCMP,PSK,-69,Kathy,,
B2:B2:DC:A1:2F:24,11,WPA2WPA,CCMP TKIP,PSK,-59,JOSE123,,
B2:B2:DC:A3:3C:6C,9,WPA2WPA,CCMP TKIP,PSK,-75,CenturyLink6294,,
B2:B2:DC:A5:CA:C8,1,WPA2WPA,CCMP TKIP,PSK,-75,CenturyLink7735,,
B2:C7:45:76:22:A6,6,OPN,,,-63,BigO Guest,,
B2:CA:B5:3A:A8:90,8,WPA2,CCMP,PSK,-67,None,,
B2:CA:B5:72:AD:E0,5,WPA2,CCMP,PSK,-69,None,,
B2:CA:B5:A2:23:40,1,WPA2,CCMP,PSK,-71,None,,
B2:CA:B5:A2:30:20,1,WPA2,CCMP,PSK,-73,None,,
B2:CA:B5:B3:9D:F0,11,WPA2,CCMP,PSK,-69,None,,
B2:CA:B5:B6:06:70,1,WPA2,CCMP,PSK,-77,None,,
B4:75:0E:3C:73:0B,6,WPA2,CCMP,PSK,-57,BCBC,,
B4:75:0E:5A:07:1B,11,WPA2,CCMP,PSK,-75,1880 Tansy,,
B4:75:0E:97:54:B6,1,WPA2,CCMP,PSK,-73,HOME-8BE6-2.4,,
B4:75:0E:AE:C6:AC,1,WPA2WPA,CCMP TKIP,PSK,-73,Dinoage30,,
B4:75:0E:AE:C6:AD,1,OPN,,,-71,Dinoage30-guest,,
B4:75:0E:FE:1F:27,2,WPA2,CCMP,PSK,-75,Longrunner,,
B4:B5:2F:0E:58:D8,11,OPN,,,-77,HP-Print-D8-Officejet Pro 8600,,
B4:B5:2F:19:9E:3F,6,WPA2,CCMP,PSK,-81,HP-Print-3F-Officejet 6700,,
B4:B5:2F:1A:18:9B,11,WPA2,CCMP,PSK,-85,HP-Print-9B-Walk Home,,
B6:75:0E:FE:1F:29,2,WPA2,CCMP,PSK,-73,None,,
B6:CA:B5:3A:A8:90,8,OPN,,,-65,xfinitywifi,,
B6:CA:B5:A2:23:40,1,OPN,,,-73,xfinitywifi,,
B6:CA:B5:A2:30:20,1,OPN,,,-75,xfinitywifi,,
B6:CA:B5:B3:9D:F0,11,OPN,,,-67,xfinitywifi,,
B6:CA:B5:B6:06:70,1,OPN,,,-79,xfinitywifi,,
B6:CA:B5:CA:51:20,6,OPN,,,-77,xfinitywifi,,
B6:CA:B5:CA:B6:90,11,OPN,,,-79,xfinitywifi,,
B8:3E:59:82:4C:B5,6,WPA2,CCMP,PSK,-73,None,,
B8:3E:59:86:02:21,6,WPA2,CCMP,PSK,-75,None,,
B8:3E:59:87:AA:A9,6,WPA2,CCMP,PSK,-55,None,,
B8:3E:59:B0:A7:AD,1,WPA2,CCMP,PSK,-77,None,,
B8:3E:59:D9:AC:95,6,WPA2,CCMP,PSK,-67,None,,
B8:3E:59:F7:62:95,11,WPA2,CCMP,PSK,-75,DIRECT-roku-858DC2,,
B8:8D:12:62:94:E5,1,WPA2,CCMP,PSK,-77,pixiehollow,,
B8:9B:C9:76:05:38,1,WPA2WPA,CCMP TKIP,PSK,-67,HOME-0538,,
B8:9B:C9:76:05:39,1,WPA2,CCMP,PSK,-67,None,,
B8:9B:C9:76:05:3A,1,WPA2WPA,CCMP TKIP,PSK,-67,None,,
B8:9B:C9:76:05:3B,1,WPA2WPA,CCMP TKIP,PSK,-67,None,,
B8:9B:C9:EE:69:39,1,WPA2,CCMP,PSK,-79,None,,
B8:9B:C9:EE:69:3A,1,WPA2WPA,CCMP TKIP,PSK,-75,None,,
B8:9B:C9:EE:69:3B,1,WPA2WPA,CCMP TKIP,PSK,-71,None,,
B8:C7:5D:05:04:CB,7,WPA2,CCMP,PSK,-73,arlington,,
B8:C7:5D:0C:29:0D,1,WPA2,CCMP,PSK,-73,Studio119,,
BA:11:FC:77:96:52,1,OPN,,,-69,xfinitywifi,,
BA:11:FC:77:F4:67,11,OPN,,,-69,xfinitywifi,,
BC:CA:B5:3A:A8:90,8,WPA2WPA,CCMP TKIP,PSK,-61,HOME-A892,,
BC:CA:B5:72:AD:E0,5,WPA2WPA,CCMP TKIP,PSK,-69,HOME-ADE2,,
BC:CA:B5:A2:23:40,1,WPA2WPA,CCMP TKIP,PSK,-73,HOME-2342,,
BC:CA:B5:A2:30:20,1,WPA2WPA,CCMP TKIP,PSK,-71,HOME-3022,,
BC:CA:B5:A2:4F:80,1,WPA2WPA,CCMP TKIP,PSK,-75,Bamboo,,
BC:CA:B5:B3:9D:F0,11,WPA2WPA,CCMP TKIP,PSK,-63,HOME-9DF2,,
BC:CA:B5:B6:06:70,1,WPA2WPA,CCMP TKIP,PSK,-77,HOME-0672,,
BC:CA:B5:CA:51:20,6,WPA2WPA,CCMP TKIP,PSK,-77,HOME-5122,,
BC:CA:B5:CA:B6:90,11,WPA2WPA,CCMP TKIP,PSK,-79,HOME-B692,,
BC:EE:7B:C2:BE:90,6,WPA2,CCMP,PSK,-69,default,,
BC:EE:7B:F3:43:40,8,WPA2,CCMP,PSK,-83,BCubed,,
BE:34:26:07:76:98,11,WPA2WPA,CCMP TKIP,PSK,-73,None,,
BE:34:26:1F:F9:0C,11,WPA2WPA,CCMP TKIP,PSK,-71,None,,
BE:34:26:2F:D5:8E,11,WPA2WPA,CCMP TKIP,PSK,-51,None,,
BE:34:26:53:4C:9E,1,WPA2WPA,CCMP TKIP,PSK,-65,None,,
BE:34:26:77:DD:C0,11,WPA2WPA,CCMP TKIP,PSK,-77,None,,
BE:34:26:8D:3F:12,6,WPA2WPA,CCMP TKIP,PSK,-79,None,,
BE:34:26:94:CA:CA,1,WPA2WPA,CCMP TKIP,PSK,-75,None,,
BE:34:26:94:D9:66,1,WPA2WPA,CCMP TKIP,PSK,-75,None,,
BE:34:26:94:FD:2E,11,WPA2WPA,CCMP TKIP,PSK,-75,None,,
BE:34:26:95:B9:9E,1,WPA2WPA,CCMP TKIP,PSK,-79,None,,
BE:34:26:E1:89:0A,6,WPA2WPA,CCMP TKIP,PSK,-77,None,,
C0:3F:0E:80:45:1A,3,WPA,TKIP,PSK,-81,Stephan,,
C0:3F:0E:A2:D7:C6,1,WPA2WPA,CCMP TKIP,PSK,-67,Brin,,
C0:4A:00:FC:47:67,6,OPN,,,-57,PresonusConnection,,
C0:56:27:0C:7C:18,11,WPA2WPA,CCMP TKIP,PSK,-71,Jones205,,
C0:56:27:20:21:C0,1,WPA2WPA,CCMP TKIP,PSK,-73,Pannor201,,
C0:56:27:27:BE:70,11,WPA2,CCMP,PSK,-77,Yaupon 2016,,
C0:56:27:30:AB:D2,1,WPA2,CCMP,PSK,-75,Rainier,,
C0:56:27:62:E0:7D,1,WPA2,CCMP,PSK,-75,Batcave,,
C0:56:27:64:8C:21,1,WPA2WPA,CCMP TKIP,PSK,-37,casa alegre,,
C0:56:27:69:27:43,2,WPA2WPA,CCMP TKIP,PSK,-63,HairCulture,,
C0:56:27:6A:75:EE,11,WPA2WPA,CCMP TKIP,PSK,-77,None,,
C0:56:27:6D:16:30,1,WPA2WPA,CCMP TKIP,PSK,-81,cu rocks,,
C0:56:27:6F:AE:96,6,WPA2WPA,CCMP TKIP,PSK,-79,Thompson,,
C0:56:27:70:18:3E,6,WPA2WPA,CCMP TKIP,PSK,-71,DeadPossum,,
C0:56:27:71:77:B8,1,WPA2WPA,CCMP TKIP,PSK,-77,Empire Road,,
C0:56:27:71:C8:D4,6,WPA2WPA,CCMP TKIP,PSK,-75,JadeGiraffe,,
C0:56:27:76:0C:C4,1,WPA2WPA,CCMP TKIP,PSK,-75,BlondeAsteroid,,
C0:56:27:76:1D:AC,1,WPA2WPA,CCMP TKIP,PSK,-69,Ney-Fi,,
C0:56:27:77:53:D4,6,WPA2WPA,CCMP TKIP,PSK,-81,BeltWiFi,,
C0:56:27:89:86:6D,11,WPA2WPA,CCMP TKIP,PSK,-79,HOME-6598,,
C0:56:27:B6:8F:74,3,WPA2WPA,CCMP TKIP,PSK,-67,idontcare,,
C0:56:27:DF:38:8E,6,WPA2,CCMP,PSK,-65,belkin.88e,,
C0:7C:D1:09:1C:78,6,WPA2WPA,CCMP TKIP,PSK,-63,CBCI-4111-2.4,,
C0:7C:D1:09:1C:7A,6,OPN,,,-63,xfinitywifi,,
C0:7C:D1:21:94:78,11,WPA2WPA,CCMP TKIP,PSK,-79,ETower,,
C0:7C:D1:21:94:79,11,WPA2WPA,CCMP TKIP,PSK,-75,None,,
C0:7C:D1:24:B4:28,1,WPA2WPA,CCMP TKIP,PSK,-79,HOME-F449-2.4,,
C0:7C:D1:24:B4:29,1,WPA2WPA,CCMP TKIP,PSK,-75,None,,
C0:7C:D1:27:77:C8,11,WPA2WPA,CCMP TKIP,PSK,-85,HOME-83E5-2.4,,
C0:7C:D1:27:77:C9,11,WPA2WPA,CCMP TKIP,PSK,-79,None,,
C0:7C:D1:27:77:CA,11,OPN,,,-79,xfinitywifi,,
C0:7C:D1:53:F2:98,1,WPA2WPA,CCMP TKIP,PSK,-63,KingsBroth-2.4,,
C0:7C:D1:53:F2:9A,1,OPN,,,-65,xfinitywifi,,
C0:7C:D1:5A:3E:68,11,WPA2WPA,CCMP TKIP,PSK,-69,DjangosPalace,,
C0:7C:D1:5A:3E:69,11,WPA2WPA,CCMP TKIP,PSK,-69,None,,
C0:7C:D1:5A:3E:6A,11,OPN,,,-81,xfinitywifi,,
C0:7C:D1:5F:ED:78,6,WPA2,CCMP,PSK,-65,Lake-2,,
C0:7C:D1:5F:ED:79,6,WPA2WPA,CCMP TKIP,PSK,-65,None,,
C0:7C:D1:5F:ED:7A,6,OPN,,,-65,xfinitywifi,,
C0:7C:D1:6E:84:A8,1,WPA2WPA,CCMP TKIP,PSK,-59,HOME-2C03-2.4,,
C0:7C:D1:6E:84:A9,1,WPA2WPA,CCMP TKIP,PSK,-51,None,,
C0:7C:D1:6E:84:AA,1,OPN,,,-59,xfinitywifi,,
C0:7C:D1:94:06:A8,11,WPA2WPA,CCMP TKIP,PSK,-85,None,,
C0:7C:D1:B2:0F:98,11,WPA2WPA,CCMP TKIP,PSK,-79,Smith1,,
C0:7C:D1:B2:0F:99,11,WPA2WPA,CCMP TKIP,PSK,-77,None,,
C0:7C:D1:B2:0F:9A,11,OPN,,,-81,xfinitywifi,,
C0:7C:D1:B2:A1:48,6,WPA2WPA,CCMP TKIP,PSK,-69,Smores-2.4,,
C0:7C:D1:B2:A1:49,6,WPA2WPA,CCMP TKIP,PSK,-69,None,,
C0:7C:D1:B2:A1:4A,6,OPN,,,-71,xfinitywifi,,
C0:7C:D1:CA:40:E8,6,WPA2WPA,CCMP TKIP,PSK,-79,CBCI-4823-2.4,,
C0:7C:D1:CA:40:EA,6,OPN,,,-77,xfinitywifi,,
C0:7C:D1:D2:5E:7A,6,OPN,,,-67,xfinitywifi,,
C0:7C:D1:D2:60:D8,9,WPA2WPA,CCMP TKIP,PSK,-65,Yarmouth,,
C0:7C:D1:D2:60:DA,9,OPN,,,-45,xfinitywifi,,
C0:7C:D1:D2:67:28,6,WPA2WPA,CCMP TKIP,PSK,-61,ROKA,,
C0:7C:D1:D2:67:2A,6,OPN,,,-61,xfinitywifi,,
C0:7C:D1:D2:C2:38,11,WPA2WPA,CCMP TKIP,PSK,-81,CBCI-B1E3-2.4,,
C0:7C:D1:D2:C2:3A,11,OPN,,,-81,xfinitywifi,,
C0:7C:D1:D4:81:D8,1,WPA2WPA,CCMP TKIP,PSK,-77,MorningGloryCafe,,
C0:7C:D1:D7:39:80,11,WPA2WPA,CCMP TKIP,PSK,-67,CoalCreekCollision-2.4,,
C0:7C:D1:D7:39:82,11,OPN,,,-69,xfinitywifi,,
C0:7C:D1:DE:2B:40,6,WPA2WPA,CCMP TKIP,PSK,-81,878WEA2.4,,
C0:7C:D1:DE:2B:42,6,OPN,,,-77,xfinitywifi,,
C0:A0:BB:E4:C5:A3,10,WPA2WPA,CCMP TKIP,PSK,-67,Tatooine2,,
C0:C1:C0:03:17:C6,6,WPA2WPA,CCMP TKIP,PSK,-67,Peace Lutheran,,
C0:C1:C0:26:35:46,10,WPA2,CCMP,PSK,-77,JC,,
C0:C1:C0:56:78:CF,6,OPN,,,-77,bpandpp2-guest,,
C0:C1:C0:5A:B0:25,1,WPA2,CCMP,PSK,-69,Cisco27607,,
C0:C1:C0:A8:F3:F2,11,WPA2WPA,CCMP TKIP,PSK,-83,StansNet3,,
C0:C1:C0:D3:DA:5B,1,WPA2WPA,CCMP TKIP,PSK,-53,Go Away,,
C0:C1:C0:D3:DA:5C,1,OPN,,,-69,Go Away-guest,,
C0:EA:E4:49:EB:D5,2,WPA2,CCMP,PSK,-79,P2WIFI-Remote,,
C0:EA:E4:4D:0C:17,2,OPN,,,-81,Centennial,,
C0:EA:E4:91:A9:05,3,WPA2,CCMP,PSK,-75,KarstenLafayette,,
C0:FF:D4:82:66:20,6,WPA2,CCMP,PSK,-65,NETGEAR14,,
C0:FF:D4:96:C5:19,6,WPA2,CCMP,PSK,-83,None,,
C0:FF:D4:9E:0F:CD,1,WPA2WPA,CCMP TKIP,PSK,-75,qwest3328_2GEXT,,
C0:FF:D4:9E:36:61,6,WPA2,CCMP,PSK,-59,chalet millert,,
C0:FF:D4:A2:E1:CC,1,WPA2,CCMP,PSK,-59,NETGEAR97,,
C2:3F:B4:87:88:B0,1,WPA2,CCMP,PSK,-67,None,,
C2:56:27:64:8C:23,1,OPN,,,-31,casa alegre-guest,,
C2:56:27:69:27:44,2,OPN,,,-61,HairCulture-guest,,
C2:56:27:69:27:45,2,WPA2,CCMP,PSK,-63,None,,
C2:56:27:6F:AE:98,6,OPN,,,-77,Thompson-guest,,
C2:56:27:70:F8:7C,10,OPN,,,-75,ACESPACE GUEST,,
C2:56:27:76:0C:C6,1,OPN,,,-75,BlondeAsteroid-guest,,
C2:56:27:76:1D:AE,1,OPN,,,-71,Ney-Fi-guest,,
C2:56:27:B6:8F:75,3,OPN,,,-65,idontcare-guest,,
C2:56:27:B6:8F:76,3,WPA2,CCMP,PSK,-65,None,,
C2:56:27:DF:38:8F,6,WPA2,CCMP,PSK,-65,JWPNCP_Network,,
C2:A4:62:19:D8:F0,11,WPA2,CCMP,PSK,-71,None,,
C2:A4:62:1D:8F:F0,11,WPA2,CCMP,PSK,-77,None,,
C2:A4:62:CC:3C:10,1,WPA2,CCMP,PSK,-75,None,,
C2:A4:62:EE:8B:C0,6,WPA2,CCMP,PSK,-61,None,,
C2:A4:62:EE:B5:60,6,WPA2,CCMP,PSK,-79,None,,
C2:A4:62:F2:30:B0,11,WPA2,CCMP,PSK,-75,None,,
C2:A4:62:FE:49:90,6,WPA2,CCMP,PSK,-81,None,,
C2:A4:62:FF:FA:E0,11,WPA2,CCMP,PSK,-73,None,,
C4:01:7C:02:24:F8,1,WPA2WPA,CCMP TKIP,PSK,-79,BCC-Private,,
C4:01:7C:42:24:F8,1,WPA2,CCMP,PSK,-79,BCC-Guest,,
C4:04:15:0D:C1:04,6,WPA2,CCMP,PSK,-63,Bill_Wi_the_Science_Fi_EXT,,
C4:04:15:10:8E:E3,6,WPA2,CCMP,PSK,-77,NETGEAR51,,
C4:04:15:1F:66:26,11,WPA2,CCMP,PSK,-81,NETGEAR25,,
C4:04:15:21:82:C2,6,WPA2,CCMP,PSK,-75,Pumpkindia,,
C4:04:15:28:ED:C2,6,WPA2,CCMP,PSK,-71,NETGEAR84,,
C4:04:15:29:7D:EB,1,WPA2,CCMP,PSK,-63,it_works_great,,
C4:04:15:4E:BD:05,1,WPA2WPA,CCMP TKIP,PSK,-71,Klien_House_2GEXT,,
C4:04:15:55:07:4D,11,WPA2WPA,CCMP TKIP,PSK,-61,CenturyLink4628_2GEXT,,
C4:04:15:B1:8A:A9,11,WPA2,CCMP,PSK,-65,NETGEAR89,,
C4:27:95:28:15:BE,6,WPA2WPA,CCMP TKIP,PSK,-35,HOME-15BE,,
C4:27:95:2A:70:46,1,WPA2WPA,CCMP TKIP,PSK,-53,HOME-7046,,
C4:27:95:2A:96:9E,6,WPA2WPA,CCMP TKIP,PSK,-85,RTSwifi,,
C4:27:95:2B:BD:96,11,WPA2WPA,CCMP TKIP,PSK,-71,HOME-BD96,,
C4:27:95:38:75:EE,6,WPA2WPA,CCMP TKIP,PSK,-73,HOME-75EE,,
C4:27:95:38:88:DE,1,WPA2WPA,CCMP TKIP,PSK,-75,kkjs,,
C4:27:95:38:A3:B6,6,WPA2WPA,CCMP TKIP,PSK,-67,HOME-A3B6,,
C4:34:6B:0D:40:CE,6,OPN,,,-77,HP-Print-CE-Officejet Pro 8620,,
C4:34:6B:30:F0:97,11,WPA2,CCMP,PSK,-79,HP-Print-97-Photosmart 6520,,
C4:39:3A:49:DA:A8,11,WPA2WPA,CCMP TKIP,PSK,-61,HOME-DAA8,,
C4:39:3A:49:DA:A9,11,WPA2,CCMP,PSK,-63,None,,
C4:39:3A:49:DA:AA,11,WPA2WPA,CCMP TKIP,PSK,-61,None,,
C4:39:3A:49:DA:AB,11,WPA2WPA,CCMP TKIP,PSK,-65,None,,
C4:39:3A:A0:03:F9,1,WPA2,CCMP,PSK,-79,None,,
C4:39:3A:A0:03:FA,1,WPA2WPA,CCMP TKIP,PSK,-79,None,,
C4:39:3A:A0:03:FB,1,WPA2WPA,CCMP TKIP,PSK,-77,None,,
C4:39:3A:B9:A0:C8,11,WPA2WPA,CCMP TKIP,PSK,-71,cdimond,,
C4:39:3A:B9:A0:C9,11,WPA2,CCMP,PSK,-67,None,,
C4:39:3A:B9:A0:CA,11,WPA2WPA,CCMP TKIP,PSK,-71,None,,
C4:39:3A:B9:A0:CB,11,WPA2WPA,CCMP TKIP,PSK,-69,None,,
C4:3D:C7:4F:8A:14,11,WPA2,CCMP,PSK,-77,BrownZone,,
C4:3D:C7:AA:73:2C,6,WPA2,CCMP,PSK,-79,D6DPLUWL,,
